Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0Y30sCKxtNQ2MRpl00aA03,"Cherry","For Ever","Jungle",2018-09-14,196138,0,false,11149242335,2020-06-12T01:12:37Z,"","XL Recordings",0.613,0.427,8,-8.324,1,0.221,0.889,0.0279,0.129,0.467,82.523,4
spotify:track:7CH99b2i1TXS5P8UUyWtnM,"Them Changes","Drunk","Thundercat",2017-02-24,188453,74,false,11149242335,2020-06-12T01:37:50Z,"","Brainfeeder",0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,4
spotify:track:2WaesAINqa4dKnLVu8JQKS,"Move on Up","Disco Reggae","The Dynamics",2013-11-15,292571,45,false,11149242335,2020-06-12T01:54:55Z,"","Stix Records",0.845,0.769,11,-7.838,0,0.036,0.146,0.355,0.0917,0.969,145.985,4
spotify:track:7BE24OjRGIYzdi4bKgqnu1,"Cosmic Echoes","Melodies","Lord Echo",2010-12-06,306493,0,false,11149242335,2020-06-12T02:26:30Z,"indie soul","Soundway Records",0.721,0.718,9,-10.315,1,0.0371,0.015,0.658,0.0775,0.741,110.009,4
spotify:track:7yZTPEXSUqWw7sEYKKDv2N,"Every Single Thing","Fresh Air","HOMESHAKE",2017-02-03,155527,0,false,11149242335,2020-06-12T03:11:12Z,"bedroom pop","Sinderlyn",0.816,0.255,6,-10.016,0,0.0416,0.774,0.00684,0.114,0.323,89.922,4
spotify:track:7MNTf5d8T971NWUcqhgPlH,"Summer","Oracolo","Skinshape",2015-12-01,268857,0,false,11149242335,2020-06-12T05:52:53Z,"","Lewis Recordings",0.706,0.72,0,-7.581,1,0.0246,0.000908,0.0765,0.0487,0.846,91.985,4
spotify:track:2DSTdXVhlCfiWnKpWgZlHA,"All over You","Leisure","LEISURE",2016-10-21,234924,0,false,11149242335,2020-06-12T06:12:59Z,"indie soul","Nettwerk Records",0.763,0.355,2,-8.826,1,0.0518,0.162,0.00552,0.092,0.867,70.007,4
spotify:track:5jJPcImQkogKdwsVS36zH7,"Marilyn","Love What Survives","Mount Kimbie,Micachu",2017-09-08,246704,0,false,11149242335,2020-06-12T06:21:19Z,"","Warp Records",0.271,0.486,0,-11.956,0,0.0407,0.351,0.156,0.0894,0.31,179.826,3
spotify:track:6i3i8Mm2ul9SdYxPWVnoDp,"Football Head","Pleasure Palette","Flamingosis",2016-06-10,224916,0,false,11149242335,2020-06-12T06:25:28Z,"vaporwave,lo-fi beats,ritmos de jazz","VinDig",0.662,0.212,1,-14.638,1,0.0523,0.66,0.57,0.609,0.584,89.996,4
spotify:track:6CKMbke67ujzy1R7xYdQz2,"Soulful","Playtime","L'Indécis",2018-02-28,220689,54,false,11149242335,2020-06-12T07:44:33Z,"lo-fi beats,ritmos de jazz,lo-fi,hip hop lo-fi,jazz rap","Chillhop Music",0.529,0.339,4,-10.7,0,0.108,0.494,0.866,0.122,0.11,173.697,4
spotify:track:34aM4AadnV3foQ1cadQYr9,"Controller","Controller","Channel Tres",2018-04-17,208458,0,true,11149242335,2020-06-12T07:53:10Z,"hip house","GODMODE",0.888,0.696,3,-6.597,0,0.0608,0.00469,0.296,0.0466,0.723,118.003,4
spotify:track:6qX4gWRXTRPIrEfNuNaYye,"Beat 54 (All Good Now)","For Ever","Jungle",2018-09-14,246815,0,false,11149242335,2020-06-12T08:10:57Z,"","XL Recordings",0.646,0.695,2,-6.34,1,0.0547,0.517,0.00687,0.154,0.513,105.986,4
spotify:track:4Z4i631BesV0P6LTvfLAdL,"Talk to Me You'll Understand","You'll Understand","Ross from Friends",2017-02-10,417099,53,false,11149242335,2020-06-12T08:17:58Z,"lo-fi house","Distant Hawaii",0.741,0.619,1,-11.366,0,0.0514,0.661,0.674,0.125,0.146,126.008,4
spotify:track:7edXzWL0NdmKOpGe6NKHyO,"Pacer","Pacer","Jesper Ryom",2017-02-10,459081,45,false,11149242335,2020-06-12T09:04:37Z,"lo-fi house,indie soul","Delicieuse Records",0.655,0.689,8,-11.808,1,0.0483,0.00423,0.894,0.0663,0.154,124.006,4
spotify:track:2XTfdMl5x2qgGl9ZVjmNhF,"Truth Is Light","Electric Lines (Bonus Edition)","Joe Goddard",2017-12-15,239076,47,false,11149242335,2020-06-12T09:11:56Z,"indie soul","Domino Recording Co",0.677,0.522,6,-10.802,0,0.0365,0.0182,0.477,0.0838,0.689,122.993,4
spotify:track:0tAv9U6EKX3eNvHAPodtfk,"Project Redo - Channel Tres Remix","Sponge Cake Rebaked","Winston Surfshirt,Channel Tres",2018-04-27,269540,34,false,11149242335,2020-06-12T09:35:19Z,"hip house","Sweat It Out",0.859,0.567,1,-12.279,0,0.108,0.388,0.83,0.0984,0.337,117.007,4
spotify:track:7gHdjudTKmgDcWSKPpJk9h,"Lowrider","Black Focus","Yussef Kamaal",2016-11-04,268466,0,false,11149242335,2020-06-12T09:39:16Z,"nu jazz,jazz fusión,jazz funk,indie jazz,jazz","Brownswood Recordings",0.528,0.677,2,-9.651,1,0.0407,0.0124,0.895,0.0714,0.563,126.206,4
spotify:track:12TyU7JblI0e8WhMTck8bF,"The Music Scene","The Music Scene","Blockhead",2009,289573,47,false,11149242335,2020-06-12T09:49:23Z,"trip hop,downtempo,nu jazz","Ninja Tune",0.69,0.656,7,-10.46,1,0.0753,0.619,0.364,0.115,0.611,99.997,4
spotify:track:3f3HHRPF5vAo90GwdpDMaQ,"Because I’m Me","Wildflower","The Avalanches",2016-07-08,252800,57,false,11149242335,2020-06-12T10:11:46Z,"","Universal Music Australia Pty. Ltd.",0.472,0.805,8,-5.793,1,0.086,0.0491,0.0162,0.337,0.512,94.922,4
spotify:track:5tIhRlNkApQJoDA8zhOBUY,"Now U Got Me Hooked","2012 - 2017","Against All Logic",2018-02-17,351019,0,false,11149242335,2020-06-13T08:43:03Z,"","Other People",0.795,0.709,2,-5.928,1,0.0499,0.0109,0.687,0.105,0.279,100.492,4
spotify:track:6jPFzz3Jd5x8IhsU4qhMnp,"Paint Me Silver","The Weather","Pond",2018-01-10,224973,0,false,11149242335,2020-06-13T20:35:11Z,"neopsicodelia,rock psicodélico","Marathon Artists",0.355,0.821,8,-6.134,1,0.049,0.00533,0.00304,0.216,0.702,177.427,4
spotify:track:4hokeG0HFC4tuatP7SVaJI,"Down for the Fifth Time","Pleasure Palette","Flamingosis",2016-06-10,203870,0,false,11149242335,2020-06-17T06:10:37Z,"vaporwave,lo-fi beats,ritmos de jazz","VinDig",0.689,0.709,6,-10.913,1,0.0707,0.12,0.0131,0.107,0.878,93.009,4
spotify:track:7qPdc4CH1GGZaHBImyoZ69,"Tesselation","Skiptracing","Mild High Club",2016-08-26,152824,0,false,11149242335,2020-06-17T23:00:11Z,"neopsicodelia","Stones Throw Records",0.667,0.407,9,-9.467,1,0.0321,0.135,0.121,0.0961,0.547,73.998,4
spotify:track:7K2L2Cw2hiLZ8HFYq5mSxK,"Teardrops","Teardrops","Roosevelt",2017-12-06,327256,0,false,11149242335,2020-06-20T20:16:44Z,"nu disco","City Slang",0.694,0.715,1,-8.288,0,0.0364,0.00556,0.206,0.0558,0.803,128.994,4
spotify:track:17N6OOiHl7WMkUQZ2x9P1F,"WhereYouGonnaGo?","TJD006","Jitwam",2017-07-07,308874,0,false,11149242335,2020-07-07T07:19:05Z,"jazz house,lo-fi house,indie jazz","The Jazz Diaries",0.812,0.855,2,-9.117,0,0.106,0.34,0.0857,0.127,0.479,118.013,4
spotify:track:2S0DDjCEhQVF5UTXgIWCaj,"Wavey","Chillhop Essentials Summer 2019","Dontcry,Nokiaa,Deauxnuts,Azec",2019-06-12,159017,31,false,11149242335,2020-07-09T06:53:38Z,"lo-fi,hip hop lo-fi,lo-fi beats,ritmos de jazz","Chillhop Music",0.945,0.345,0,-13.056,0,0.161,0.543,0.883,0.104,0.32,120.016,4
spotify:track:0KQFTblxBDOl9H8fL7BDxZ,"Swagger","The Pale Queen","Rhi",2019-10-04,181560,22,false,11149242335,2020-07-09T06:54:38Z,"liquid funk","Tru Thoughts",0.812,0.447,10,-9.181,0,0.153,0.00536,0.107,0.129,0.361,159.941,4
spotify:track:511InmWye3UrDWkcE4SmT4,"Like A Fool","Walk Dance Talk Sing","Crazy P",2015-05-11,305649,0,false,11149242335,2020-07-10T22:31:23Z,"nu disco,disco house,funky house","Walk Don't Walk Limited",0.772,0.65,2,-7.449,0,0.0341,0.00474,0.73,0.146,0.196,120.015,4
spotify:track:5DnVR3FYEj7wcpPCWrFfYo,"Summer","Origin","Vanilla",2015-09-20,280250,0,false,11149242335,2020-07-11T01:39:56Z,"lo-fi beats","VinDig",0.631,0.47,0,-8.759,1,0.0457,0.0121,0.842,0.115,0.0755,91.017,4
spotify:track:7rT832JDJ34fVl3maClNXe,"Paradise","Paradise","Total Giovanni",2015-03-20,388272,0,false,11149242335,2020-07-14T03:58:12Z,"indie soul","Dot Dash Recordings",0.768,0.7,0,-9.46,1,0.0443,0.067,0.322,0.104,0.628,117.032,4
spotify:track:2tRV31fQ3Cuebci5JJp3R2,"Devotion (feat. Irfane)","Another You","Breakbot,Irfane",2018-09-28,283560,32,false,11149242335,2020-07-14T05:04:26Z,"house francés,nu disco","Ed Banger Records",0.779,0.75,0,-5.04,0,0.0973,0.0732,0,0.093,0.75,117.016,4
spotify:track:5EGJ7e7frJjYja6H4afzoT,"Bambro Koyo Ganda","Migration","Bonobo,Innov Gnawa",2017-01-13,302428,57,false,11149242335,2020-07-14T05:19:51Z,"trip hop,downtempo,nu jazz,electrónica,gnawa","Ninja Tune",0.723,0.571,1,-10.22,1,0.0572,0.21,0.334,0.133,0.185,115.518,4
spotify:track:3DPFmwFtV5ElQaTniLOdgk,"Hunnybee","Sex & Food","Unknown Mortal Orchestra",2018-04-06,268333,0,false,11149242335,2020-07-14T18:26:25Z,"neopsicodelia","Jagjaguwar",0.956,0.373,6,-7.963,1,0.0773,0.569,0.394,0.314,0.568,119.994,4
spotify:track:5VarZFY00sO54HErJ3TPCI,"So Good At Being in Trouble","II","Unknown Mortal Orchestra",2013-02-05,230146,0,false,11149242335,2020-07-14T18:27:04Z,"neopsicodelia","Jagjaguwar",0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,4
spotify:track:0PEXp5yk0sx9dJ8JzwvjJb,"Multi-Love","Multi-Love","Unknown Mortal Orchestra",2015-05-26,250800,0,false,11149242335,2020-07-14T18:27:19Z,"neopsicodelia","Jagjaguwar",0.784,0.506,3,-5.243,0,0.0403,0.571,0,0.139,0.545,120.141,4
spotify:track:0Titk4385TmeRWNFkTmvtN,"Sailors","Sailors","eaup,Yestalgia",2019-06-26,166097,0,false,11149242335,2020-07-15T20:45:43Z,"lo-fi,hip hop lo-fi,lo-fi beats","freshgoodies music",0.665,0.386,10,-8.163,0,0.0798,0.56,0.9,0.102,0.289,82.007,4
spotify:track:32gtSO10v6vgTl0CvikODe,"Dog eat dog","Under Burning Skies","The Souljazz Orchestra",2017-09-22,425528,0,false,11149242335,2020-07-17T04:17:09Z,"soul jazz,afrobeat,jazz funk","Strut",0.725,0.818,0,-7.272,0,0.0299,0.0917,0.000763,0.0881,0.872,116,4
spotify:track:6wSGz29YQvUaHYv6ArEnim,"Don't Stop the Dance (feat. Delafleur)","Another You","Breakbot,Delafleur",2018-09-28,320504,38,false,11149242335,2020-07-17T04:19:29Z,"house francés,nu disco","Ed Banger Records",0.725,0.759,11,-5.672,0,0.0358,0.0616,0.13,0.531,0.558,117.985,4
spotify:track:0QHgoeTQNQmyA1bNoUhZD3,"Can't You See","Players Theme","Rick Wade",2013-03-08,305306,47,false,11149242335,2020-07-17T04:50:27Z,"jazz house,lo-fi house,disco house,house de chicago,funky house","Robsoul",0.834,0.647,11,-9.391,1,0.0861,0.00295,0.0124,0.0858,0.678,118.126,4
spotify:track:06xHsdwvGuvdBivuCyGps5,"Still Got a Way to Fall","My Name Is Nicole Willis","Nicole Willis,UMO Helsinki Jazz Orchestra",2017-09-29,227000,40,false,11149242335,2020-07-17T05:40:04Z,"retro soul","Persephone Records",0.597,0.769,9,-7.293,1,0.229,0.354,0.0000186,0.188,0.764,171.325,4
spotify:track:6FL889fKz4f4ekhX6pcrUk,"Can't Seem to Hide","Love and Resistance","Bosq,Megan Doherty",2018-04-06,346466,46,false,11149242335,2020-07-17T06:43:47Z,"disco house,nu disco","Ubiquity Records",0.855,0.535,6,-10.386,0,0.0505,0.00813,0.17,0.0596,0.792,121.011,4
spotify:track:6Bpxv5xnrvR4O0NNyKnFNL,"Stop Space Return","Stop Space Return (Bonus Track Version)","Crazy P",2011-01-23,319520,0,false,11149242335,2020-07-17T07:39:03Z,"nu disco,disco house,funky house","2020Vision",0.807,0.795,9,-9.472,0,0.0528,0.000556,0.114,0.0818,0.769,115.049,4
spotify:track:5EWoUFIiguH1n2BjBoqbLf,"Hard to Say Goodbye","Mister Mellow","Washed Out",2017-06-30,252917,25,false,11149242335,2020-07-28T01:53:08Z,"chillwave,dream pop","Washed Out",0.703,0.768,10,-5.697,0,0.0359,0.117,0.413,0.288,0.715,113.984,4
spotify:track:1alqVpvDH6ogtLQtsjHBKu,"Standing In The Middle Of The Field","Haiku From Zero","Cut Copy",2017-09-22,331080,45,false,11149242335,2020-08-04T04:29:26Z,"dance alternativo,indie dance,electrónica indie,new rave","Astralwerks (US1A)",0.705,0.848,0,-6.056,1,0.0415,0.452,0,0.227,0.691,115.005,4
spotify:track:2hFjxLPeeBZrvLb302MKLj,"Like It Is","Disco Volante EP","Coeo",2016,355968,2,false,11149242335,2020-08-28T07:36:15Z,"jazz house,disco house,funky house,nu disco,lo-fi house","Razor-N-Tape Digital",0.899,0.677,3,-10.042,0,0.0394,0.0497,0.776,0.0603,0.657,119.007,4
spotify:track:1abwZVT1jwgTNOM0Nmr1Cv,"toucan","Rio","Wun Two",2014-01-18,85714,0,false,11149242335,2020-08-30T15:21:20Z,"lo-fi beats,lo-fi,hip hop lo-fi,ritmos de jazz","Radio Juicy",0.603,0.24,8,-18.054,1,0.19,0.481,0.881,0.11,0.31,167.983,4
spotify:track:60DLWXwghcL7vBZmanhLtU,"The Circle","Helping Hands","Ivan Ave",2016-02-12,209613,0,true,11149242335,2020-08-30T15:21:57Z,"jazz rap","Jakarta",0.695,0.84,11,-9.378,1,0.136,0.275,0.00162,0.104,0.862,174.024,4
spotify:track:19hfVKQVX3UIGJiuMYvxsY,"sexytime","Sechs","Knowsum",2020-01-17,123076,14,false,11149242335,2020-08-30T15:23:44Z,"lo-fi beats,ritmos de jazz,lo-fi","Sichtexot",0.746,0.104,8,-16.718,0,0.213,0.706,0.91,0.108,0.812,77.967,4
spotify:track:2KWjoaKvHnfmvNGTe2IvS5,"Yuri","Dance Moves","Franc Moody",2018-03-27,351782,0,false,11149242335,2020-09-18T05:49:55Z,"nu disco","Juicebox Recordings",0.839,0.696,9,-8.515,0,0.0537,0.0135,0.775,0.0624,0.826,123.973,4
spotify:track:2CGfUFjgJCsDIfaBe73NsT,"Raspberry Jam","Raspberry Jam","Allah-Las",2019-04-24,228306,0,false,11149242335,2020-09-18T05:55:56Z,"surf rock,neopsicodelia,rock psicodélico","Mexican Summer",0.563,0.623,9,-5.972,0,0.026,0.0031,0.962,0.0886,0.653,100.032,4
spotify:track:2uZpItKqisFdDsjTjif3Nv,"Can’t Control My Love","Can't Control My Love","Total Giovanni",2014-12-12,284144,0,false,11149242335,2020-09-18T05:56:15Z,"indie soul","Two Bright Lakes",0.676,0.665,0,-11.759,1,0.0468,0.19,0.493,0.109,0.379,115.63,4
spotify:track:3rN3BHWnlvRkXIhE7KGbSU,"Bees","The Milk of Human Kindness","Caribou",2005-04-18,323666,47,false,11149242335,2020-09-18T06:06:07Z,"idm","People Eating Fruit Records",0.715,0.596,9,-12.811,1,0.0304,0.785,0.885,0.111,0.766,130.716,4
spotify:track:1xkOg49ZxldiM1ioIudwUS,"Could Heaven Ever Be Like This","Turn This Mutha Out","Idris Muhammad",1977,516586,57,false,11149242335,2020-09-18T06:06:25Z,"jazz funk,soul jazz","CTI",0.755,0.842,2,-7.293,0,0.129,0.388,0.541,0.105,0.798,123.203,4
spotify:track:1QqJP4E1i6EaocGqa9jxIn,"Friend Zone","Drunk","Thundercat",2017-02-24,192511,54,false,11149242335,2020-09-18T06:06:34Z,"","Brainfeeder",0.589,0.829,1,-4.961,1,0.0353,0.265,0.00367,0.114,0.242,107.003,4
spotify:track:3S65RumFg2yLV9kU67FRMZ,"Yesterday","Swim Mountain","Swim Mountain",2014-09-29,210625,0,false,11149242335,2020-09-18T06:06:42Z,"neopsicodelia","Swim Mountain",0.717,0.595,10,-5.823,1,0.0295,0.239,0.725,0.559,0.873,120.045,4
spotify:track:7wYN8yIS47A71ZCb3ekHY5,"Home Soon","Hounds Tooth","DOPE LEMON",2017-03-03,177655,0,false,11149242335,2020-09-18T06:07:51Z,"","BMG Rights Management (Australia) Pty Ltd.",0.695,0.737,2,-7.498,1,0.0649,0.511,0.405,0.291,0.964,94.483,4
spotify:track:6lzAGvpGoMJq3Y601qvqUa,"Low to the Street","Harmonies","Lord Echo,Lisa Tomlins",2017-04-07,308989,0,false,11149242335,2020-09-18T06:09:25Z,"indie soul,reggae neozelandés","Soundway Records",0.782,0.614,7,-6.906,1,0.0475,0.212,0.781,0.16,0.711,97.575,4
spotify:track:0MUIqjdimhRFluG9ZSXLH7,"Cocaine Blues - Extended","Cocaine Blues","Escort",2011-11-07,400704,0,false,11149242335,2020-09-18T16:41:50Z,"nu disco,disco","Nang",0.781,0.904,5,-3.03,0,0.03,0.03,0.00546,0.0362,0.969,109.023,4
spotify:track:4Ni2AUpC7d4M7nFMa3oquY,"Voodoo?","Voodoo?","L'Impératrice",2020-06-24,255746,45,false,11149242335,2020-09-20T16:13:38Z,"indie pop francés,house francés,pop francés","microqlima",0.871,0.379,6,-10.751,0,0.0752,0.0858,0.141,0.0689,0.491,107.961,4
spotify:track:6yYGrFfc595ggAwsYpH13v,"Dove","Cymande","Cymande",1972,655440,0,false,11149242335,2020-09-22T22:01:20Z,"afrobeat","Alaska",0.439,0.475,6,-12.559,0,0.0361,0.449,0.253,0.0903,0.428,111.717,4
spotify:track:01TeWe9FtQOOoO1xD8idoU,"Groovin'","Kahunastyle","Flamingosis,Yung Bae",2016-02-16,213559,0,false,11149242335,2020-09-22T22:07:20Z,"vaporwave,lo-fi beats,ritmos de jazz,city pop,nu disco","VinDig",0.707,0.886,11,-3.432,1,0.0603,0.000699,0.396,0.117,0.75,117.976,4
spotify:track:46aSz462xUFxA5X4O6WlB0,"In Your Eyes","IV","BADBADNOTGOOD,Charlotte Day Wilson",2016-07-08,247054,0,false,11149242335,2020-09-22T22:08:27Z,"r&b alternativo","Innovative Leisure",0.495,0.533,0,-5.802,0,0.0295,0.43,0.000672,0.106,0.424,79.71,4
spotify:track:7AdBuHyc78SDvPjddieyaf,"I Know How You Get","Pronounced Mcgee","Mk.gee",2018-05-18,290261,0,true,11149242335,2020-09-22T22:18:22Z,"","Orchard Ears",0.758,0.721,0,-5.172,1,0.0409,0.469,0.585,0.293,0.864,121.991,4
spotify:track:3qI76fd56ASO38YDPER0Qv,"Shooting Star","Ponderosa","Richard In Your Mind",2014-08-29,231302,0,false,11149242335,2020-09-22T22:19:29Z,"neopsicodelia,rock psicodélico","Rice Is Nice Records",0.651,0.643,7,-6.614,0,0.0282,0.152,0.0366,0.267,0.607,90.192,4
spotify:track:1I40L32fTSSkBkPeArX9Ul,"Time Moves Slow","IV","BADBADNOTGOOD,Samuel T. Herring",2016-07-08,273864,0,false,11149242335,2020-09-22T22:19:50Z,"","Innovative Leisure",0.619,0.381,11,-10.691,0,0.0523,0.471,0.0318,0.101,0.312,139.929,4
spotify:track:0Bl1Gt8R9kjz7JO7SYAuhe,"Shalala","Mercy Mountain","Moses Gunn Collective",2015-08-07,228015,59,false,11149242335,2020-09-22T22:58:51Z,"neopsicodelia,rock psicodélico","Moses Gunn Collective",0.452,0.729,7,-5.6,1,0.0304,0.0192,0.0583,0.115,0.46,84.005,4
spotify:track:1aFhDsG4eCcxaXsCGdCS6H,"Benny's Here","Okey Dokey","Natural Child",2016-09-16,401240,0,false,11149242335,2020-09-22T23:12:36Z,"neopsicodelia","Natural Child Records and Tapes",0.661,0.701,6,-10.925,0,0.0363,0.196,0.887,0.152,0.963,151.531,4
spotify:track:2j9I4ulgwznwV1RIvIAL7f,"Konichiwa","The Don","Donny Benét",2018-04-06,277866,0,false,11149242335,2020-09-24T15:31:16Z,"post-disco","Dot Dash Recordings",0.81,0.535,2,-8.897,0,0.0358,0.177,0.00642,0.108,0.843,110.031,4
spotify:track:2gEOUPrIi4NgX175mZbKH7,"The Magnificent Moon","Phase","Mildlife",2017-11-02,532066,0,false,11149242335,2020-09-24T15:31:22Z,"neopsicodelia","Research Records",0.59,0.802,5,-5.776,0,0.0371,0.558,0.699,0.164,0.637,112.024,4
spotify:track:01DrXj5EAlZOeRUXihgtQE,"Which Way To Paradise","Heat","Poolside",2017-06-20,263859,51,false,11149242335,2020-09-24T16:17:31Z,"nu disco","Poolside",0.801,0.732,2,-6.211,0,0.0454,0.0164,0.785,0.204,0.899,108.012,4
spotify:track:3IKFx0cgHXVduOLANq3wtz,"Joe Frazier","Mint","Orions Belte",2018-09-14,338613,42,false,11149242335,2020-09-24T16:23:24Z,"neopsicodelia,rock psicodélico","Jansen Records",0.432,0.63,7,-9.511,0,0.0384,0.0663,0.687,0.223,0.569,133.77,4
spotify:track:1auvKWRBY4COOmtoIoMFf1,"Hold On (I Was Wrong)","Pop Therapy","Video Age",2018-06-15,223226,0,false,11149242335,2020-09-24T16:52:09Z,"","Inflated Records",0.945,0.352,11,-7.873,0,0.0735,0.277,0.824,0.0705,0.771,112.189,4
spotify:track:3a47vp88yH3wndv7nkJym4,"Deployed (feat. Little Dragon)","Holding On To A Dream","sir Was,Little Dragon",2019-09-20,238975,0,false,11149242335,2020-09-24T17:05:09Z,"trip hop","Memphis Industries",0.721,0.579,4,-8.216,0,0.0303,0.122,0.679,0.218,0.322,108.01,4
spotify:track:2koS4fD3kzizdnzWzyrxyT,"Estrelar","Marcos Valle","Marcos Valle",1983-01-01,313493,64,false,11149242335,2020-09-24T17:06:16Z,"bossa nova,jazz brasileño","Som Livre",0.879,0.495,7,-10.584,0,0.0765,0.538,0.000333,0.0827,0.802,102.652,4
spotify:track:7vUbnU8XibkKccpuoyWqIm,"Preben Goes to Acapulco","It's Album Time","Todd Terje",2014-04-07,275173,0,false,11149242335,2020-09-28T01:16:01Z,"nu disco","Olsen Records",0.713,0.675,7,-9.751,1,0.0366,0.0177,0.856,0.0851,0.845,95.997,4
spotify:track:1nHSd8kdi9L97TUee9MyfP,"In the Midst","Digging a Tunnel","sir Was",2017-03-10,301984,0,false,11149242335,2020-09-28T20:11:04Z,"","City Slang",0.585,0.592,5,-7.389,0,0.0411,0.723,0.86,0.852,0.268,90.976,4
spotify:track:1CkFIVa8oNnwUiquBgy8AL,"Roller Skates","Green Twins","Nick Hakim",2017-05-19,242506,36,false,11149242335,2020-09-29T20:35:17Z,"indie soul","ATO Records",0.716,0.647,1,-5.314,0,0.0311,0.163,0.0788,0.11,0.6,95.006,4
spotify:track:6b7z3keZ5gDJ2zBnyrke9P,"Rose Quartz","Anything In Return","Toro y Moi",2013-01-22,253108,0,false,11149242335,2020-09-29T20:35:23Z,"chillwave","Carpark Records",0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,4
spotify:track:3Jl6WHQ5cXbSM1yZXay6XN,"Moving On","Roosevelt","Roosevelt",2016-08-19,283007,0,false,11149242335,2020-10-04T21:34:01Z,"nu disco","City Slang",0.582,0.913,6,-6.517,1,0.0387,0.0288,0.67,0.331,0.715,105.009,4
spotify:track:6JL5U64D9diHZb78ZISKOr,"Turn This Mutha Out","Turn This Mutha Out","Idris Muhammad",1977,409586,39,false,11149242335,2020-10-06T06:42:29Z,"jazz funk,soul jazz","CTI",0.78,0.707,9,-7.951,0,0.0379,0.165,0.168,0.0975,0.932,114.765,4
spotify:track:7IXKDf45l2JoAAczYhPHqp,"Prescription","Juicy Fruit","Kraak & Smaak,Eric Biddines",2016-06-10,278626,34,false,11149242335,2020-10-07T15:35:37Z,"nu disco","Jalapeno Records",0.877,0.631,0,-9.698,1,0.121,0.0786,0.00238,0.0455,0.505,121.978,4
spotify:track:4PQlLcMBTSiAMM9IrEbQN8,"Desires","Desires","Jitwam",2018-06-05,210588,0,false,11149242335,2020-10-07T15:35:52Z,"jazz house,lo-fi house,indie jazz","The Jazz Diaries",0.812,0.637,4,-7.113,0,0.213,0.00328,0.0771,0.0519,0.796,125.995,4
spotify:track:2rIzolYxlQr9JoitK2BeC4,"How It Goes","Music Save Me (One More Time)","Mocky",2018-09-07,256490,40,false,11149242335,2020-10-07T15:36:44Z,"indie soul","Heavy Sheet",0.639,0.73,5,-9.57,0,0.0332,0.0151,0.755,0.191,0.692,115.339,4
spotify:track:7BnJoLoOxYrNxzo6Hs0J7k,"Missing Me","Music for Adverts","Lack Of Afro,Jack Tyson-Charles",2014-03-03,222506,0,false,11149242335,2020-10-07T15:36:50Z,"jazz funk,acid jazz","Freestyle Records",0.662,0.865,2,-6.98,0,0.0774,0.212,0,0.0696,0.91,82.083,4
spotify:track:1iMOlA78LDd12ZHhuBNDh6,"Thinking of You","Melodies","Lord Echo",2010-12-06,420720,0,false,11149242335,2020-10-07T15:36:56Z,"indie soul","Soundway Records",0.723,0.754,10,-9.376,1,0.0576,0.0491,0.00112,0.393,0.592,97.201,4
spotify:track:4ncFRft2xEs4kanULQjaOz,"Lyk U Use 2 (feat. Andres)","Moodymann","Moodymann,Andres",2014-01-27,343000,51,false,11149242335,2020-10-07T15:55:12Z,"jazz house,house de chicago,deep house,indorock,lo-fi house","Kdj Records",0.621,0.485,11,-13.429,0,0.219,0.108,0.13,0.156,0.14,183.391,4
spotify:track:0VMsoWWih6k1a1pURIw36w,"Sweet Things","Music Save Me (One More Time)","Mocky",2018-09-07,186000,35,false,11149242335,2020-10-07T15:55:21Z,"indie soul","Heavy Sheet",0.586,0.435,7,-7.843,0,0.0476,0.192,0.00589,0.0877,0.395,186.076,4
spotify:track:3bBmpVl9rQKJsFFGLFilIS,"Charcoal Baby","Negro Swan","Blood Orange",2018-08-24,242341,71,false,11149242335,2020-10-08T17:06:58Z,"art pop","Domino Recording Co",0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,4
spotify:track:5FjC0o2EGdlAMdc3hfeTMd,"Way to be Loved","Picture You Staring","TOPS",2014-09-02,263396,0,false,11149242335,2020-10-08T18:40:59Z,"","Arbutus Records",0.583,0.515,11,-9.283,0,0.0571,0.605,0.000691,0.0931,0.603,115.732,4
spotify:track:54Ce8Gs58AF80COXWuSGHy,"Feelin' Lovely","Myths 001","Devonté Hynes,Connan Mockasin",2015-10-30,231467,0,false,11149242335,2020-10-08T18:41:07Z,"","Mexican Summer",0.723,0.757,2,-6.455,0,0.0589,0.348,0.0000132,0.0949,0.704,89.969,4
spotify:track:07r87gX0ZeTYOxdIzwKREP,"Your Light","Euphoria","Total Giovanni",2018-10-19,284013,0,false,11149242335,2020-10-08T18:41:22Z,"indie soul","Dot Dash Recordings",0.737,0.447,9,-12.629,0,0.0448,0.0823,0.00104,0.105,0.686,122.484,4
