Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7IerUPqxU6Fp69S9UDCOQm,"Time","Time","Kartell,Qendresa,Coops",2020-10-22,201456,42,false,,2022-11-03T05:28:46Z,"nu disco,house francés,r&b alternativo,jazz rap","Roche Musique",0.695,0.581,6,-6.155,0,0.0654,0.479,0.0000141,0.128,0.779,150.876,4
spotify:track:21ErLxJOUYnrFTFrJIlJuW,"I Look to You - Franc Moody Remix","Illumination (10th Anniversary Edition)","Miami Horror,Kimbra,Franc Moody",2021-03-19,229410,51,false,,2022-11-03T04:59:52Z,"nu disco,electroclash,indie dance","Nettwerk Music Group",0.782,0.513,7,-9.964,1,0.0463,0.00182,0.161,0.379,0.499,117.992,4
spotify:track:4hkhTiArxHfaO9UNZZ9NTT,"Cosmic Feeling","Daymaker","Flamingosis",2021-06-25,271704,33,false,,2022-11-03T04:04:13Z,"vaporwave,lo-fi beats,ritmos de jazz","Flamingosis",0.517,0.927,1,-11.408,0,0.0934,0.00774,0.19,0.0891,0.435,88.002,4
spotify:track:6dz4i3NF00qBfygOvznDty,"Ontem","Ontem","Chancla",2021-07-23,135017,35,false,,2022-11-03T02:30:07Z,"lo-fi beats,lo-fi","Chancla",0.68,0.882,10,-7.639,0,0.039,0.0653,0.849,0.177,0.403,92.999,4
spotify:track:3hNywmR93yvj68y2zl8mRt,"Out Of Love","Eddie","Busty and the Bass,Macy Gray",2020-08-14,290893,58,false,,2022-11-03T02:14:26Z,"retro soul","Arts & Crafts Productions Inc.",0.757,0.718,2,-6.009,1,0.184,0.0185,0.000011,0.376,0.379,107.068,4
spotify:track:7zEeY9dw8wpTrxn4Ll26bu,"Figures","Figures","Gaidaa",2022-10-13,152590,34,false,,2022-10-31T21:00:49Z,"r&b alternativo,r&b indie","On The Webs Records",0.79,0.369,1,-15.413,1,0.0673,0.00638,0.0000025,0.113,0.484,103.995,4
spotify:track:3n8VH7bl8Qh4RG3k5Kgngb,"2001 - Myd Remix","2001 (Remixes)","Foals,Myd",2022-07-29,170467,35,false,,2022-10-31T20:37:56Z,"indie,indie pop francés,house francés","Warner Records",0.633,0.799,0,-5.304,1,0.0351,0.0000234,0.617,0.0954,0.414,125.946,4
spotify:track:4fwlAd50vwI7q8KvzVPy6E,"Take You Higher - Serebii & Arjuna Oakes Remix","Take You Higher (Serebii & Arjuna Oakes Remix)","LEISURE,Serebii,Arjuna Oakes",2022-08-19,260545,33,false,,2022-10-31T12:24:06Z,"indie soul","Nettwerk Music Group",0.648,0.526,5,-10.383,0,0.0516,0.182,0.0818,0.626,0.146,98,4
spotify:track:6TkMxzRiOhA3yXCZWnsQHS,"Groceries","Homegrown","CARRTOONS,Nigel Hall",2022-04-20,143606,0,false,,2022-10-31T12:14:33Z,"retro soul","Wichita",0.781,0.768,8,-5.64,1,0.0376,0.0127,0.00434,0.159,0.469,121.987,4
spotify:track:5LInOGDHqrgetnMlnvaDNq,"Everything Eventually Ends","Everything Eventually Ends","L'Impératrice,Rejjie Snow",2022-10-06,177280,55,false,,2022-10-31T12:05:13Z,"indie pop francés,house francés,pop francés,jazz rap","microqlima",0.865,0.484,11,-9.321,0,0.177,0.361,0.00000953,0.116,0.849,95.016,4
spotify:track:102SBZ2snfZMZhWkgrTIWV,"The Only One","The Only One","Benny Sings",2022-10-26,211746,17,false,,2022-10-31T12:01:08Z,"","Stones Throw Records",0.739,0.821,9,-6.738,1,0.0406,0.0215,0.808,0.133,0.966,160.038,4
spotify:track:3OGSGJCdO1nbOrByhEuDus,"Skin on Skin","Dream in Colour","Franc Moody",2020-02-28,183896,57,false,,2022-10-29T00:20:25Z,"nu disco","Juicebox Recordings",0.872,0.748,6,-5.759,1,0.0955,0.361,0.00748,0.362,0.963,131.973,4
spotify:track:4pV1bl7OiFW4mMNLmsgQGC,"The Way You Look Tonight","Ultimate Sinatra","Frank Sinatra",2015-04-17,201200,0,false,,2022-10-28T18:00:24Z,"navidad,big band,adult standards,swing,vocal jazz,jazz","Universal Music Group",0.589,0.369,5,-8.678,0,0.0321,0.855,0,0.352,0.529,132.953,4
spotify:track:6O1nkPz0MoSrN8XhZUXiOc,"She's Just the Type of Girl","She's Just the Type of Girl","NEIL FRANCES,dreamcastmoe",2022-10-21,161652,35,true,,2022-10-24T21:59:37Z,"indie soul","Nettwerk Music Group",0.755,0.672,1,-8.889,0,0.181,0.0319,0.000017,0.443,0.845,120.985,4
spotify:track:7LVDQ9oPNGZgKcIcTdnpJT,"Never Get To You","First Landing","Moon Boots,Antony & Cleopatra",2017-08-04,291236,37,false,,2022-10-21T00:53:04Z,"nu disco,g-house","Anjunadeep",0.844,0.675,10,-7.357,0,0.0724,0.00877,0.0814,0.642,0.603,121.026,4
spotify:track:0Cz1CWsDSgGMbHZykVO5ei,"GOODTIME","GOODTIME","CAPYAC",2022-09-01,222272,0,false,,2022-10-20T23:46:45Z,"nu disco","CAPYAC",0.878,0.904,9,-3.768,0,0.174,0.172,0.00144,0.148,0.816,121.045,4
spotify:track:5TRuBTA1wfmcFwXhqtQj33,"Over Me","So Far to Go","Cabu,Gabby Nacua",2022-01-28,188000,0,false,,2022-10-20T22:10:46Z,"","823 Records",0.614,0.565,1,-10.966,1,0.32,0.0287,0.0841,0.11,0.259,215.553,4
spotify:track:5XGTp5ayYBBbndSQMSuEWB,"Mary Jane - Young Franco Remix","Mary Jane (Young Franco Remix)","Rick James,Young Franco",2022-04-19,166604,36,false,,2022-10-20T22:09:59Z,"funk,motown,disco","UNI/MOTOWN",0.863,0.888,6,-5.067,0,0.416,0.0407,0.000434,0.132,0.689,113.984,4
spotify:track:5AEYzNoMrEgoEf7pDXiyD3,"Sanctuary","CAPYAC FOREVER","CAPYAC,Slim Jeff,Annabelle Freedman",2021-08-08,206896,43,true,,2022-10-20T22:01:06Z,"nu disco","CAPYAC",0.86,0.607,6,-7.402,1,0.263,0.297,0.000422,0.0638,0.65,116.01,4
spotify:track:4H3HXt4sSa705RUtetLTmz,"Summer Season","Summer Season","LEISURE,Muroki",2022-10-07,205293,40,false,,2022-10-20T21:04:37Z,"indie soul,reggae neozelandés","Nettwerk Music Group",0.696,0.641,4,-6.17,0,0.0445,0.648,0.0012,0.255,0.422,92.003,4
spotify:track:37Z64GCKWRVq36A4WJ5CoY,"Gruesome Crime","Stay Sane","Ocean Wisdom",2021-03-26,185873,0,true,,2022-10-18T00:30:32Z,"grime,uk grime","Beyond Measure Records",0.772,0.645,5,-7.879,0,0.246,0.528,0.0000232,0.196,0.951,172.951,4
spotify:track:3KLAVrzY77ZlbQ3GOLZ8CX,"Walkin'","Chaos 93'","Ocean Wisdom",2016-02-22,235000,47,true,,2022-10-18T00:15:17Z,"grime,uk grime","High Focus Records",0.599,0.729,1,-6.105,1,0.145,0.28,0.00000188,0.223,0.915,93.33,4
spotify:track:1sT21MOfibTxijzs18J3pc,"Racists (feat. Novelist)","Stay Sane","Ocean Wisdom,Novelist",2021-03-26,235532,0,true,,2022-10-18T00:15:12Z,"grime,uk grime","Beyond Measure Records",0.716,0.545,1,-11.062,1,0.135,0.769,0.0000258,0.127,0.531,90.048,4
spotify:track:0PY7hkxiwp1tqGD8IBB1W1,"Real Smooth","Chaos 93'","Ocean Wisdom,The Four Owls",2016-02-22,303960,46,true,,2022-10-18T00:08:58Z,"grime,uk grime","High Focus Records",0.759,0.804,1,-4.617,1,0.294,0.338,0,0.192,0.828,100.175,4
spotify:track:458KS6aAwRHFUPpkQ4JE1k,"Eye Contact","Wizville","Ocean Wisdom",2018-02-23,283500,37,true,,2022-10-18T00:08:54Z,"grime,uk grime","High Focus Records",0.706,0.635,2,-11.422,1,0.141,0.0498,0.000169,0.11,0.322,96.003,4
spotify:track:0rId54pPe7UIc3QWLODDI5,"Righteous","Wizville","Ocean Wisdom,Rodney P,Roots Manuva",2018-02-23,244500,42,true,,2022-10-18T00:08:44Z,"grime,uk grime,trip hop","High Focus Records",0.77,0.684,3,-11.144,0,0.18,0.0572,0,0.332,0.816,142.066,4
spotify:track:1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler The Creator & Bootsy Collins)","Isolation","Kali Uchis,Tyler The Creator,Bootsy Collins",2018-04-06,207454,85,false,,2022-10-13T15:50:39Z,"","EMI",0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,4
spotify:track:5Sr3ppJ2yQEHPTjKPHbKuU,"No Pressure","No Pressure","Mahalia",2017-12-01,196484,43,true,,2022-10-13T15:48:40Z,"r&b británico,r&b alternativo","Atlantic Records UK",0.476,0.546,7,-7.137,0,0.252,0.653,0.00000902,0.0895,0.646,74.212,4
spotify:track:3HEn14GqygLCNfroOnYiZb,"Free Room (feat. Appleby)","Moon Shoes EP","Ravyn Lenae,Appleby",2016-07-29,217013,59,false,,2022-10-13T15:48:24Z,"r&b alternativo,indie soul","Three Twenty Three Music Group",0.778,0.465,4,-7.662,1,0.318,0.729,0.000557,0.107,0.386,120.172,4
spotify:track:3CMHACJ1rZtTyPnFgXOx8U,"Sweet & Sour","Love You Really","Elli Ingram",2017-09-15,204053,35,true,,2022-10-13T15:48:05Z,"r&b británico","Universal-Island Records Ltd.",0.637,0.599,7,-6.856,0,0.199,0.205,0.000001,0.12,0.556,95.845,4
spotify:track:1OxL1FWSEd7QmJoWLRP2NO,"On My Mind (Jorja Smith X Preditah)","On My Mind (Jorja Smith X Preditah)","Jorja Smith,Preditah",2017-08-25,181509,71,false,,2022-10-13T15:47:10Z,"uk garage","FAMM",0.71,0.662,10,-5.947,0,0.175,0.42,0,0.0723,0.755,130.037,4
spotify:track:1wX6FBlESW54Fr6bASY7UF,"Shut Me Down","Haute","Haute",2020-07-03,209856,45,false,,2022-10-13T15:46:00Z,"","Diez Music",0.748,0.63,5,-5.354,0,0.0367,0.16,0.000471,0.513,0.489,119.038,4
spotify:track:4VP3WbWh2BZ8xNEp6tLr6P,"Wasn't Looking","A Real Romantic","ELIZA",2018-12-12,236662,55,false,,2022-10-13T15:44:52Z,"r&b alternativo,neo soul,r&b británico","Different Recordings",0.846,0.177,5,-9.986,0,0.0593,0.0881,0.0116,0.109,0.58,82.027,4
spotify:track:1DyyDFisIACR8BoW4JKWJX,"Vice City","Vice City","Biig Piig,YSKJamie",2017-08-25,185768,0,false,,2022-10-13T15:43:41Z,"","Biig Piig",0.791,0.196,0,-13.271,0,0.466,0.663,0.151,0.141,0.186,136.903,4
spotify:track:3aVoj8BV1RXsylC4Ogfjrj,"Crush'n","Crush'n","Biig Piig,Mac Wetha",2017-03-14,111625,0,false,,2022-10-13T15:43:02Z,"","Biig Piig",0.731,0.342,11,-15.87,0,0.666,0.453,0.0168,0.0601,0.275,171.926,4
spotify:track:0DitubWbA72RnWkiSvheql,"Ashqelon","RAS","RAS",2019-05-10,404483,31,false,,2022-10-07T18:06:16Z,"","Average Negative",0.772,0.766,0,-10.233,1,0.0599,0.0732,0.237,0.429,0.0819,119.563,4
spotify:track:6W9rbkBueZQrwuzO24GHZ2,"Witchoo","Private Space","Durand Jones & The Indications,Durand Jones,Aaron Frazer",2021-07-30,222901,70,false,,2022-10-07T18:03:38Z,"retro soul","Dead Oceans",0.803,0.59,11,-11.187,0,0.0798,0.201,0.00216,0.0605,0.743,118.022,4
spotify:track:3vy3ld7my2hDUTv4u7KIJR,"Mother Nature's Bitch","Watch This Liquid Pour Itself","Okay Kaya",2020-01-24,93737,55,false,,2022-10-05T15:09:07Z,"art pop","Jagjaguwar",0.729,0.588,5,-10.167,0,0.0339,0.176,0.582,0.216,0.749,126.023,4
spotify:track:0TjN0hpZEKt5OWMJDPUQ3r,"Sesame","Sesame","HOMESHAKE",2022-06-24,310266,0,false,,2022-10-03T20:58:45Z,"bedroom pop","HOMESHAKE",0.579,0.253,2,-12.316,0,0.034,0.79,0.483,0.0973,0.115,144.003,4
spotify:track:7dIPEjXoxkhmNR9S7EQVJ0,"Easier Said Than Done","Thee Sacred Souls","Thee Sacred Souls",2022-08-26,174706,0,false,,2022-10-03T20:54:01Z,"retro soul","Penrose / Daptone Records",0.547,0.399,10,-9.808,1,0.0246,0.668,0.00000281,0.132,0.563,84.127,4
spotify:track:2RkZZh5XQ4y3sG8gCu96Tz,"I Like That","I Like That","Bazzi",2021-07-22,158083,1,true,,2022-09-29T04:20:30Z,"","Atlantic Records",0.665,0.692,6,-5.431,0,0.112,0.172,0,0.191,0.68,74.474,4
spotify:track:0qLt7pQhm8LDxFgI0YXdlY,"Heavenly Father","Cilvia Demo","Isaiah Rashad",2014-01-28,260632,63,true,,2022-09-28T21:59:37Z,"","Top Dawg Entertainment",0.608,0.676,1,-7.56,1,0.248,0.212,0,0.347,0.57,80.939,4
spotify:track:3o5ZrzWvJPJY8vlddeSP19,"Inner Peace","Inner Peace","Yellow Days",2022-09-21,217746,0,false,,2022-09-24T17:15:36Z,"bedroom pop","Sugar Loaf Records",0.55,0.459,0,-12.407,1,0.0392,0.0604,0.0444,0.353,0.645,144.378,4
spotify:track:1jdtArpBS5Wgboi8qsvl41,"Burn","Lost Knights","Orgone,Phil Diamond",2022-05-27,218386,22,false,,2022-09-17T17:41:42Z,"jazz funk,retro soul,afrobeat","3 Palm Records",0.474,0.714,7,-6.306,1,0.144,0.0108,0.0000473,0.333,0.591,81.601,4
spotify:track:1vYZmTgQkZGDwm2nQr1htN,"Spiked","Spiked","Bilk",2018-04-13,169386,53,true,,2022-09-12T22:10:52Z,"","Scruff of the Neck",0.767,0.756,6,-4.328,0,0.0735,0.00346,0.000355,0.128,0.927,95.998,4
spotify:track:4At1qbqCOJ9WFbvpWTOOY4,"Lil Thing","Paradise","Knox Fortune",2017-09-22,207445,46,false,,2022-09-10T13:05:28Z,"","Knox Fortune",0.689,0.803,7,-3.929,1,0.15,0.23,0.0000195,0.0897,0.659,155.967,4
spotify:track:4TUqDLaBxUQHphes04Kp5k,"We Found It","Born a Loser","Myd,Bakar",2021-04-30,400866,44,false,,2022-09-10T03:11:15Z,"indie pop francés,house francés","Ed Banger Records",0.724,0.61,7,-10.025,1,0.0358,0.413,0.0651,0.243,0.591,123.985,4
spotify:track:5bvR6HZsnbDPs1dGeuc0Vg,"Book","Audio Drag for Ego Slobs","Gustaf",2021-10-01,120268,39,false,,2022-09-08T12:04:38Z,"post-punk,egg punk","Royal Mountain Records",0.785,0.85,5,-4.093,0,0.116,0.296,0.00000946,0.0968,0.975,154.972,4
spotify:track:0jYGdNH1z0yUBHYq4K4g6a,"Cream","CHASE","Aaron May",2019-02-28,113555,0,true,,2022-09-07T22:59:15Z,"","MOVEINTHEAM",0.868,0.375,1,-6.143,1,0.404,0.115,0,0.11,0.751,170.006,4
spotify:track:5PRU610vVE9hHvPqfH3qcX,"Damaged Goods","Damaged Goods","IDLES,Gang Of Four",2021-05-27,160000,5,false,,2022-09-07T12:07:36Z,"post-punk,punk,noise rock,new wave,protopunk,funk rock","Gill Music",0.472,0.793,4,-6.131,0,0.0552,0.0000563,0.404,0.818,0.595,171.03,4
spotify:track:4aoPib6gKVZVflxO3mQwLo,"Can't Be Mine","Bad Nerves","Bad Nerves",2020-11-20,124480,0,false,,2022-09-06T12:23:27Z,"egg punk,garage rock","The Music Federation",0.444,0.968,6,-5.507,0,0.0851,0.00000733,0.159,0.279,0.134,105.056,4
spotify:track:6OIsq9HutnCINDPQqmAjbz,"Happy","Bedroom","bdrmm",2020-07-03,226594,0,false,,2022-09-06T12:18:25Z,"shoegaze,lo-fi indie,dream pop,post-punk","Sonic Cathedral",0.51,0.805,6,-6.475,1,0.039,0.0128,0.912,0.254,0.792,171.957,4
spotify:track:6WZwZmqGDBlrekjJC1cBN2,"Bad Disease","DIG","STIFF RICHARDS",2019-01-17,113680,51,false,,2022-09-06T12:09:50Z,"egg punk,punk,garage rock","Legless Records",0.144,0.968,9,-6.022,1,0.0923,0.00194,0.000116,0.152,0.555,171.609,4
spotify:track:1HW8Eci2TSMF9EaVZHnNzj,"Baby Drummer","Bad Nerves","Bad Nerves",2020-11-20,140546,0,false,,2022-09-06T12:07:32Z,"egg punk,garage rock","The Music Federation",0.437,0.957,9,-5.832,1,0.0995,0.0000709,0.00106,0.35,0.413,90.002,4
spotify:track:4IixKf4WnlQ56QPwHchEO5,"Eyes","Mushroom Death Sex Bummer Party","Wine Lips",2021-10-29,90343,53,false,,2022-09-06T12:04:02Z,"egg punk,garage rock","Stomp Records",0.409,0.954,0,-5.504,1,0.0825,0.000127,0.881,0.313,0.676,98.087,4
spotify:track:1bEeR4QZ46izKPq7ETJ5LM,"Gone","Gone","Jake Simon,Kuwada",2018-05-29,240000,45,true,,2022-08-24T23:03:01Z,"","Animal Records",0.659,0.528,2,-7.816,0,0.0395,0.452,0.00961,0.151,0.366,117.996,4
spotify:track:25ubbswN8Mpz9F9Z6hP3xu,"Coqueteando","Tolu y Otros Grandes Exitos","Lucho Bermúdez",1989-04-01,169717,0,false,,2022-08-20T19:30:40Z,"música tropical,cumbia","Fm Entretenimiento S.A.S.",0.679,0.391,5,-16.92,1,0.11,0.123,0.0000422,0.179,0.768,94.514,4
spotify:track:1SX67Tr9tUsppN6jbdtyTt,"Munayé (My Muna)","Ethiopiques Vol. 4: Ethio Jazz 1969-1974","Mulatu Astatke",1998-10-06,303293,42,false,,2022-08-20T19:30:37Z,"jazz etíope","Buda musique",0.834,0.501,5,-7.095,1,0.045,0.921,0.829,0.0889,0.643,115.469,4
spotify:track:2qhLjL9qONvefECUVr0hwn,"Ride","Ride","Aaron May",2018-11-30,190605,0,true,,2022-08-19T22:08:15Z,"","MOVEINTHEAM",0.677,0.497,10,-8.064,0,0.303,0.365,0.0000363,0.12,0.46,172.164,4
spotify:track:6J0VylxhjHcjJk4lWbjDh4,"On A Lock","Sponge Cake","Winston Surfshirt",2017-09-29,240288,30,false,,2022-08-12T21:56:53Z,"","WM Australia",0.83,0.304,5,-11.477,0,0.174,0.531,0.00000722,0.249,0.397,83.929,4
spotify:track:2XvQqlwRS3QM5n6lmhq5qi,"Chase The Money","Practice Makes Paper","E-40,Quavo,Roddy Ricch,A$AP Ferg,ScHoolboy Q",2019-07-26,284439,0,true,,2022-07-31T05:33:28Z,"hyphy,hip hop de la costa oeste,g-funk,rap melódico,rap","Sick Wid It Records",0.893,0.779,11,-5.355,1,0.293,0.00605,0,0.103,0.227,91.985,4
spotify:track:58MeeOMk6PMQxXWY9YCNPD,"Next Levels","Take Me To Your Leader","King Geedorah,John Robinson,Stahhr,Stacy Epps,Invizible Handz",2003-06-17,229320,65,false,,2022-07-30T17:44:10Z,"hip hop alternativo,jazz rap,hip hop experimental,r&b alternativo,hip hop underground","Big Dada",0.729,0.557,6,-11.264,1,0.243,0.649,0.000117,0.262,0.893,92.816,4
spotify:track:3jhqpJK154neWpSjMRvQwa,"Middle School","Mirrors In A Dark Room","Free Party",2021-03-19,148498,56,true,,2022-07-30T17:42:59Z,"","Omnificent Republic Co",0.82,0.432,1,-10.289,1,0.311,0.352,0.00000806,0.104,0.59,71.853,4
spotify:track:0CIx9q9esKFbSP15NC5xh6,"Deep Blue (feat. Young Nudy & Kal Banx)","The House Is Burning [homies begged]","Isaiah Rashad,Kal Banx,Young Nudy",2021-11-19,191351,49,true,,2022-07-30T13:54:20Z,"","Top Dawg Entertainment/Warner Records",0.842,0.537,9,-8.628,0,0.235,0.092,0.00066,0.113,0.56,74.007,4
spotify:track:31ruOiu2IB2rkFOjkndL2K,"HIDDEN VOICES","WOKEUPTHINKINBOUT / HIDDEN VOICES","Aaron May",2022-01-07,150909,0,true,,2022-07-25T15:26:24Z,"","MOVEINTHEAM",0.754,0.53,11,-10.846,0,0.0742,0.774,0.0176,0.116,0.899,140.014,4
spotify:track:632PCenoAviq31MsIh9eBM,"Be Careful (feat. Thundercat)","Intimidated","KAYTRANADA,Thundercat",2021-11-19,163013,54,false,,2022-07-25T14:54:15Z,"","KAYTRANADA/RCA Records",0.825,0.683,1,-9.338,1,0.0923,0.0162,0.000022,0.0582,0.494,106.002,4
spotify:track:7kw7eF5H8qLQU0IxbT2gq6,"Wasn't Looking","A Real Romantic","ELIZA",2018-12-12,236662,0,false,,2022-07-24T19:34:38Z,"r&b alternativo,neo soul,r&b británico","ELIZA",0.845,0.176,5,-9.973,0,0.0598,0.0858,0.0104,0.109,0.587,82.004,4
spotify:track:6MIoRBNv7cNUUlzs7TpL4n,"The Cattleman's Prayer - Demo","Here Comes The Cowboy Demos","Mac DeMarco",2020-08-28,100493,26,false,,2022-07-23T01:19:27Z,"indie,lo-fi indie","Mac DeMarco, LLC",0.857,0.555,10,-9.062,0,0.0685,0.608,0.621,0.0923,0.945,90.255,4
spotify:track:2fNHDtSOgGasZUyRJ3U1cP,"REALIZE","ART","Benny Sings",2011-05-18,186026,13,false,,2022-07-20T04:31:56Z,"","Victor",0.829,0.239,1,-9.337,1,0.137,0.486,0.0219,0.1,0.787,75.493,4
spotify:track:5VPFATm85G3P04Q5g8yxqr,"Nelly","Nelly","Isaiah Rashad",2015-09-30,200655,44,true,,2022-07-17T16:51:27Z,"","Top Dawg Entertainment",0.901,0.364,11,-7.183,0,0.198,0.606,0,0.106,0.777,122.064,4
spotify:track:0M5pEUmRD3b4nP31L88IdL,"Why Worry","Why Worry","Isaiah Rashad",2020-04-22,150561,44,true,,2022-07-16T00:51:36Z,"","Top Dawg Entertainment",0.287,0.87,1,-6.689,0,0.293,0.00291,0,0.0609,0.681,81.162,4
spotify:track:29EPImPtRiMHXONTJGMhip,"Whole","Colourmeinkindness","Basement",2012-10-23,190641,60,false,,2022-07-03T01:38:56Z,"midwest emo,shoegaze,pop punk","Run For Cover Records",0.268,0.915,1,-5.21,1,0.0614,0.0000462,0.199,0.0737,0.334,75.921,4
spotify:track:7rzm3NXkWeUMnmjDdNRGRW,"Give It To Me Baby","Motown Legends: Give It To Me Baby - Cold Blooded","Rick James",1994-01-01,247066,0,false,,2022-06-16T18:22:40Z,"funk,motown,disco","Universal Music Ltd.",0.772,0.659,11,-8.354,1,0.0335,0.0459,0.000156,0.0764,0.96,119.38,4
spotify:track:5KIyu5Ewh4nr02lMa8hfx2,"California Sunset (Instrumental)","California Sunset (Instrumental)","Poolside",2022-06-02,306923,18,false,,2022-06-07T22:30:32Z,"nu disco","Pacific Standard Records",0.753,0.61,9,-8.169,1,0.0362,0.00742,0.838,0.0905,0.835,104.028,4
spotify:track:3rwrt4Ks6N6EWIfjfIfLAP,"Love Is the Message (feat. The Three Degrees) - Love Groove Bonus","Deep Grooves","MFSB,The Three Degrees",1999-04-06,313906,41,false,,2022-06-06T20:36:27Z,"sonido filadelfia,disco,motown","Epic/Associated/Legacy",0.795,0.821,10,-8.183,1,0.118,0.0443,0.742,0.16,0.782,116.355,4
spotify:track:2YaOQzBkhejBu5d4CyGsfS,"Tap Out (feat. Jeremih)","Redemption","Jay Rock,Jeremih",2018-06-15,199960,55,true,,2022-05-28T16:29:29Z,"","Top Dawg Ent./Interscope Records",0.676,0.62,5,-6.343,0,0.0562,0.105,0,0.211,0.607,100.06,4
spotify:track:0k664IuFwVP557Gnx7RhIl,"Juice","Cuz I Love You","Lizzo",2019-04-19,195144,72,true,,2022-05-23T19:58:27Z,"","Nice Life/Atlantic",0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,4
spotify:track:4LIggc5CVMPFNjN8QSREWd,"Pizza Boy","Raw Data Feel","Everything Everything",2022-05-20,212866,0,false,,2022-05-23T14:46:08Z,"","Infinity Industries",0.733,0.644,2,-8.562,1,0.0396,0.0478,0.00393,0.0789,0.744,127.96,4
spotify:track:1PckUlxKqWQs3RlWXVBLw3,"About Damn Time","About Damn Time","Lizzo",2022-04-14,191822,15,true,,2022-05-23T14:33:50Z,"","Nice Life/Atlantic",0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4
spotify:track:3Cur9MCOsXQkY8KRVdkFpL,"LONELY DEZIRES","GLOW ON","Turnstile,Blood Orange",2021-08-27,163186,54,false,,2022-05-21T19:03:56Z,"hardcore punk,hardcore,art pop","Roadrunner Records",0.5,0.957,11,-7.464,1,0.0464,0.00063,0.0204,0.0851,0.24,100.017,4
spotify:track:7uWVT3UkCAZyANvv0bdyQn,"These Walls","To Pimp A Butterfly","Kendrick Lamar,Bilal,Anna Wise,Thundercat",2015-03-16,300973,69,true,,2022-05-15T05:25:36Z,"hip hop,hip hop de la costa oeste,neo soul,r&b alternativo","Aftermath",0.752,0.489,1,-5.233,1,0.137,0.11,0.00000357,0.202,0.373,108.005,4
spotify:track:1Kp6WFxRzc0sRBmGSgIYat,"Gang Related","Under Pressure (Deluxe)","Logic",2014-10-21,167320,62,true,,2022-05-15T05:20:50Z,"","Def Jam Recordings",0.599,0.856,10,-7.089,0,0.0406,0.204,0.0177,0.278,0.777,131.95,4
spotify:track:1FRF0NHXBW4ecdulGkTzJY,"Blow My High (Members Only)","Section.80","Kendrick Lamar",2011-07-02,215791,65,true,,2022-05-15T05:06:02Z,"hip hop,hip hop de la costa oeste","Top Dawg Entertainment / Section.80",0.959,0.524,9,-8.145,0,0.274,0.316,0,0.274,0.84,119.933,4
spotify:track:3xKsf9qdS1CyvXSMEid6g8,"Pink + White","Blonde","Frank Ocean",2016-08-20,184516,90,false,,2022-05-15T05:05:57Z,"","Boys Don't Cry",0.545,0.545,9,-7.362,1,0.107,0.667,0.0000548,0.417,0.549,159.94,3
spotify:track:4FItdNoOT2CpVhSJy87hTz,"Bend Ya (feat. Frank Ocean Kendrick Lamar Shawn Chrys & Jah-Free)","FMOV: FreshMann On Varsity","Mann,Frank Ocean,Kendrick Lamar,Shawn Chrys,Jah-Free",2012-05-07,226741,49,true,,2022-05-15T05:01:09Z,"hip hop,hip hop de la costa oeste","FoLIfe Records",0.465,0.62,10,-8.77,0,0.308,0.665,0,0.154,0.595,93.394,4
spotify:track:6rRCyEuP7uDdX7ste026ky,"Breathe","Simple.","IDK",2022-05-06,186742,36,false,,2022-05-15T05:01:06Z,"","Clue/Warner Records",0.706,0.688,6,-6.838,0,0.0698,0.00988,0.0407,0.0839,0.458,100.016,4
spotify:track:3gJDgenxLephg09x86IxPs,"TEMPTATION","ALL-AMERIKKKAN BADA$$","Joey Bada$$",2017-04-07,244197,71,true,,2022-05-15T04:51:59Z,"hip hop,rap","Pro Era",0.775,0.707,10,-5.339,0,0.152,0.397,0,0.874,0.78,104.979,4
spotify:track:4VMpFaG1DQe0FCt1YySvFl,"Easy 2 B Hard","Baja Funk","tulengua",2018-08-08,223006,27,false,,2022-05-08T16:07:51Z,"","Independent",0.829,0.467,10,-8.678,0,0.124,0.429,0,0.104,0.545,92.059,4
spotify:track:4xwmYMilHBbSLJs0toC0dh,"Wake Up","Come Over","Kowloon",2021-07-02,239311,2,false,,2022-05-07T22:45:50Z,"","Roy Records LLC",0.83,0.516,5,-8.838,0,0.037,0.309,0.0607,0.108,0.655,105.041,4
spotify:track:3Aw2n4A1NvEW3XCuUaKh24,"Alive Without Medicine","Soft Hair","Soft Hair,LA Priest,Connan Mockasin",2016-10-28,305906,31,true,,2022-05-07T22:36:29Z,"","Weird World",0.86,0.474,11,-8.94,0,0.197,0.702,0.537,0.115,0.502,144.879,4
spotify:track:2h1KYVihvfR1Tn9ZYfTeSg,"Finding Peace of Mind","Lotus Gate","Kainalu",2019-06-18,221013,0,false,,2022-05-07T22:34:14Z,"","Kainalu",0.75,0.583,11,-6.712,0,0.0699,0.172,0.00165,0.0649,0.839,79.002,4
